PIN,Address,City,Zip,SaleDate,SaleAmount,Grantee,Folio
U-28-28-18-16K-A00000-00006.0,Parcel U-28-28-18-16K-A00000-00006.0,Tampa,FL,2025-11-25,229000.0,N/A,0263470075
U-28-28-18-16K-A00000-00006.0,Parcel U-28-28-18-16K-A00000-00006.0,Tampa,FL,2025-11-25,215000.0,N/A,0263470075
U-28-28-18-16K-A00000-00023.0,Parcel U-28-28-18-16K-A00000-00023.0,Tampa,FL,2025-09-09,375000.0,N/A,0263580000
U-28-28-18-16K-K00000-00219.0,Parcel U-28-28-18-16K-K00000-00219.0,Tampa,FL,2025-01-15,485000.0,N/A,0264800000
U-28-28-18-16K-K00000-00226.0,Parcel U-28-28-18-16K-K00000-00226.0,Tampa,FL,2025-10-06,170000.0,N/A,0264840000
U-28-28-18-16K-L00000-00245.0,Parcel U-28-28-18-16K-L00000-00245.0,Tampa,FL,2025-12-03,580000.0,N/A,0264980000
U-28-28-18-16K-L00000-00246.0,Parcel U-28-28-18-16K-L00000-00246.0,Tampa,FL,2025-09-10,580000.0,N/A,0264980005
U-28-28-18-16K-M00000-00265.0,Parcel U-28-28-18-16K-M00000-00265.0,Tampa,FL,2025-12-04,160000.0,N/A,0265110000
U-28-28-18-16K-M00000-00287.0,Parcel U-28-28-18-16K-M00000-00287.0,Tampa,FL,2025-11-21,225000.0,N/A,0265230000
U-28-28-18-16M-000001-00003.0,Parcel U-28-28-18-16M-000001-00003.0,Tampa,FL,2025-03-24,495000.0,N/A,0266680100
U-28-28-18-16N-E00000-00003.0,Parcel U-28-28-18-16N-E00000-00003.0,Tampa,FL,2025-04-29,567000.0,N/A,0268060000
U-28-28-18-16N-F00000-00026.0,Parcel U-28-28-18-16N-F00000-00026.0,Tampa,FL,2025-01-09,420000.0,N/A,0268270050
U-28-28-18-16N-G00000-00019.0,Parcel U-28-28-18-16N-G00000-00019.0,Tampa,FL,2025-07-31,475000.0,N/A,0268410000
U-28-28-18-16O-000005-00005.0,Parcel U-28-28-18-16O-000005-00005.0,Tampa,FL,2025-11-14,191500.0,N/A,0268575094
U-28-28-18-16O-000007-00015.0,Parcel U-28-28-18-16O-000007-00015.0,Tampa,FL,2025-10-24,219900.0,N/A,0268575162
U-28-28-18-16O-000008-00006.0,Parcel U-28-28-18-16O-000008-00006.0,Tampa,FL,2025-04-07,200000.0,N/A,0268575180
U-28-28-18-16O-000008-00008.0,Parcel U-28-28-18-16O-000008-00008.0,Tampa,FL,2025-06-26,70000.0,N/A,0268575184
U-28-28-18-16P-000009-00015.0,Parcel U-28-28-18-16P-000009-00015.0,Tampa,FL,2025-08-21,399000.0,N/A,0269300100
U-28-28-18-16P-000013-00013.0,Parcel U-28-28-18-16P-000013-00013.0,Tampa,FL,2025-05-21,472000.0,N/A,0269610055
U-28-28-18-16Q-000001-00001.1,Parcel U-28-28-18-16Q-000001-00001.1,Tampa,FL,2025-10-17,280000.0,N/A,0270090000
U-28-28-18-16Q-000001-00003.0,Parcel U-28-28-18-16Q-000001-00003.0,Tampa,FL,2025-10-24,105000.0,N/A,0270090005
U-28-28-18-16Q-000005-00020.0,Parcel U-28-28-18-16Q-000005-00020.0,Tampa,FL,2025-06-26,193000.0,N/A,0270640000
U-28-28-18-16Q-000006-00006.0,Parcel U-28-28-18-16Q-000006-00006.0,Tampa,FL,2025-06-10,150000.0,N/A,0270700000
U-28-28-18-16Q-000007-00022.0,Parcel U-28-28-18-16Q-000007-00022.0,Tampa,FL,2025-01-17,505000.0,N/A,0270900000
U-28-28-18-16Q-000008-00009.0,Parcel U-28-28-18-16Q-000008-00009.0,Tampa,FL,2025-05-13,315000.0,N/A,0271020000
U-28-28-18-16R-000006-00001.0,Parcel U-28-28-18-16R-000006-00001.0,Tampa,FL,2025-08-20,320000.0,N/A,0271270000
U-28-28-18-16R-000038-00007.0,Parcel U-28-28-18-16R-000038-00007.0,Tampa,FL,2025-03-11,225000.0,N/A,0272740000
U-28-28-18-16R-000042-00005.0,Parcel U-28-28-18-16R-000042-00005.0,Tampa,FL,2025-03-28,1250000.0,N/A,0272870100
U-28-28-18-16R-000045-00007.0,Parcel U-28-28-18-16R-000045-00007.0,Tampa,FL,2025-02-12,60000.0,N/A,0272980000
U-28-28-18-93M-000000-00301.0,Parcel U-28-28-18-93M-000000-00301.0,Tampa,FL,2025-08-01,1000000.0,N/A,0272980304
U-29-28-18-ZZZ-000000-98360.0,Parcel U-29-28-18-ZZZ-000000-98360.0,Tampa,FL,2025-05-21,2160000.0,N/A,0273050000
U-29-28-18-ZZZ-000000-98510.0,Parcel U-29-28-18-ZZZ-000000-98510.0,Tampa,FL,2025-11-26,6350000.0,N/A,0273140000
U-29-28-18-16U-000000-00006.1,Parcel U-29-28-18-16U-000000-00006.1,Tampa,FL,2025-10-30,1600000.0,N/A,0273276110
U-29-28-18-946-000011-01122.0,Parcel U-29-28-18-946-000011-01122.0,Tampa,FL,2025-11-21,160000.0,N/A,0273276840
U-29-28-18-946-000011-01123.0,Parcel U-29-28-18-946-000011-01123.0,Tampa,FL,2025-04-10,165000.0,N/A,0273276842
U-29-28-18-946-000012-01222.0,Parcel U-29-28-18-946-000012-01222.0,Tampa,FL,2025-01-22,175000.0,N/A,0273276856
U-29-28-18-946-000014-01412.0,Parcel U-29-28-18-946-000014-01412.0,Tampa,FL,2025-04-15,165000.0,N/A,0273276880
U-29-28-18-946-000015-01523.0,Parcel U-29-28-18-946-000015-01523.0,Tampa,FL,2025-10-31,228000.0,N/A,0273276906
U-29-28-18-946-000017-01721.0,Parcel U-29-28-18-946-000017-01721.0,Tampa,FL,2025-07-16,175000.0,N/A,0273276934
U-29-28-18-946-000019-01922.0,Parcel U-29-28-18-946-000019-01922.0,Tampa,FL,2025-10-30,142500.0,N/A,0273276968
U-29-28-18-946-000024-02422.0,Parcel U-29-28-18-946-000024-02422.0,Tampa,FL,2025-06-27,170000.0,N/A,0273277048
U-30-28-18-ZZZ-000000-98860.0,Parcel U-30-28-18-ZZZ-000000-98860.0,Tampa,FL,2025-03-07,500000.0,N/A,0273370000
U-30-28-18-ZZZ-000000-99110.0,Parcel U-30-28-18-ZZZ-000000-99110.0,Tampa,FL,2025-08-22,350000.0,N/A,0273550600
U-30-28-18-ZZZ-000000-99210.0,Parcel U-30-28-18-ZZZ-000000-99210.0,Tampa,FL,2025-07-09,858000.0,N/A,0273560100
U-30-28-18-ZZZ-000000-99930.0,Parcel U-30-28-18-ZZZ-000000-99930.0,Tampa,FL,2025-07-30,500000.0,N/A,0274170100
U-30-28-18-ZZZ-000000-99930.0,Parcel U-30-28-18-ZZZ-000000-99930.0,Tampa,FL,2025-01-17,400000.0,N/A,0274170100
U-30-28-18-ZZZ-000000-99950.0,Parcel U-30-28-18-ZZZ-000000-99950.0,Tampa,FL,2025-09-02,640000.0,N/A,0274180000
U-30-28-18-ZZZ-000000-99980.0,Parcel U-30-28-18-ZZZ-000000-99980.0,Tampa,FL,2025-03-14,550000.0,N/A,0274200000
U-30-28-18-ZZZ-000001-00380.0,Parcel U-30-28-18-ZZZ-000001-00380.0,Tampa,FL,2025-04-07,315000.0,N/A,0274650000
U-30-28-18-ZZZ-000001-01040.0,Parcel U-30-28-18-ZZZ-000001-01040.0,Tampa,FL,2025-02-03,3600000.0,N/A,0275130100
U-30-28-18-ZZZ-000001-01130.0,Parcel U-30-28-18-ZZZ-000001-01130.0,Tampa,FL,2025-11-10,920000.0,N/A,0275260000
U-30-28-18-ZZZ-000001-01130.0,Parcel U-30-28-18-ZZZ-000001-01130.0,Tampa,FL,2025-10-16,750000.0,N/A,0275260000
U-30-28-18-170-000001-06201.0,Parcel U-30-28-18-170-000001-06201.0,Tampa,FL,2025-09-23,184200.0,N/A,0275545432
U-30-28-18-170-000002-07201.0,Parcel U-30-28-18-170-000002-07201.0,Tampa,FL,2025-08-20,254000.0,N/A,0275545446
U-30-28-18-170-000003-6203A.0,Parcel U-30-28-18-170-000003-6203A.0,Tampa,FL,2025-06-02,242000.0,N/A,0275545462
U-30-28-18-170-000004-06206.0,Parcel U-30-28-18-170-000004-06206.0,Tampa,FL,2025-10-02,250000.0,N/A,0275545472
U-30-28-18-172-000012-00003.0,Parcel U-30-28-18-172-000012-00003.0,Tampa,FL,2025-07-30,250000.0,N/A,0275545628
U-30-28-18-174-000001-00012.2,Parcel U-30-28-18-174-000001-00012.2,Tampa,FL,2025-03-28,282000.0,N/A,0275547527
U-30-28-18-174-000001-00016.3,Parcel U-30-28-18-174-000001-00016.3,Tampa,FL,2025-07-18,267000.0,N/A,0275547548
U-30-28-18-174-000001-00016.3,Parcel U-30-28-18-174-000001-00016.3,Tampa,FL,2025-03-24,269900.0,N/A,0275547548
U-30-28-18-175-000001-00005.3,Parcel U-30-28-18-175-000001-00005.3,Tampa,FL,2025-06-20,253000.0,N/A,0275547593
U-30-28-18-175-000002-00006.1,Parcel U-30-28-18-175-000002-00006.1,Tampa,FL,2025-07-28,217000.0,N/A,0275547626
U-30-28-18-5N9-000001-00047.0,Parcel U-30-28-18-5N9-000001-00047.0,Tampa,FL,2025-05-05,375000.0,N/A,0275547794
U-31-28-18-ZZZ-000001-01500.0,Parcel U-31-28-18-ZZZ-000001-01500.0,Tampa,FL,2025-04-28,900000.0,N/A,0275640000
U-31-28-18-177-000003-00015.0,Parcel U-31-28-18-177-000003-00015.0,Tampa,FL,2025-08-22,395000.0,N/A,0276601064
U-31-28-18-17A-000002-00008.0,Parcel U-31-28-18-17A-000002-00008.0,Tampa,FL,2025-10-23,375000.0,N/A,0276800000
U-31-28-18-17A-000016-00011.0,Parcel U-31-28-18-17A-000016-00011.0,Tampa,FL,2025-04-17,425000.0,N/A,0277260000
U-31-28-18-17A-000016-00025.0,Parcel U-31-28-18-17A-000016-00025.0,Tampa,FL,2025-09-14,350000.0,N/A,0277400000
U-31-28-18-17B-000004-00021.0,Parcel U-31-28-18-17B-000004-00021.0,Tampa,FL,2025-07-31,280000.0,N/A,0277750000
U-31-28-18-17B-000013-00022.0,Parcel U-31-28-18-17B-000013-00022.0,Tampa,FL,2025-10-31,340000.0,N/A,0278150000
U-31-28-18-17B-000014-00012.0,Parcel U-31-28-18-17B-000014-00012.0,Tampa,FL,2025-06-05,440000.0,N/A,0278340000
U-31-28-18-17B-000015-00008.0,Parcel U-31-28-18-17B-000015-00008.0,Tampa,FL,2025-05-07,370000.0,N/A,0278600000
U-31-28-18-17C-000006-00039.0,Parcel U-31-28-18-17C-000006-00039.0,Tampa,FL,2025-10-23,350000.0,N/A,0278870000
U-31-28-18-17I-000000-00010.0,Parcel U-31-28-18-17I-000000-00010.0,Tampa,FL,2025-02-20,1767800.0,N/A,0279930720
U-31-28-18-96I-000000-00006.0,Parcel U-31-28-18-96I-000000-00006.0,Tampa,FL,2025-04-30,280000.0,N/A,0279931012
U-31-28-18-96I-000000-00007.0,Parcel U-31-28-18-96I-000000-00007.0,Tampa,FL,2025-10-15,320000.0,N/A,0279931014
U-31-28-18-96I-000000-00014.0,Parcel U-31-28-18-96I-000000-00014.0,Tampa,FL,2025-08-25,401000.0,N/A,0279931028
U-31-28-18-96I-000000-00024.0,Parcel U-31-28-18-96I-000000-00024.0,Tampa,FL,2025-02-18,500000.0,N/A,0279931046
U-32-28-18-17J-000004-00007.0,Parcel U-32-28-18-17J-000004-00007.0,Tampa,FL,2025-03-14,469900.0,N/A,0282000000
U-32-28-18-17J-000006-00003.0,Parcel U-32-28-18-17J-000006-00003.0,Tampa,FL,2025-03-05,435000.0,N/A,0282320000
U-32-28-18-17J-000007-00009.0,Parcel U-32-28-18-17J-000007-00009.0,Tampa,FL,2025-10-31,305500.0,N/A,0282570000
U-32-28-18-17J-000007-00012.0,Parcel U-32-28-18-17J-000007-00012.0,Tampa,FL,2025-03-27,345000.0,N/A,0282600000
U-32-28-18-17J-000007-00017.0,Parcel U-32-28-18-17J-000007-00017.0,Tampa,FL,2025-12-05,300000.0,N/A,0282650000
U-32-28-18-17K-000003-00012.0,Parcel U-32-28-18-17K-000003-00012.0,Tampa,FL,2025-09-22,242200.0,N/A,0283870000
U-32-28-18-17K-000004-00010.0,Parcel U-32-28-18-17K-000004-00010.0,Tampa,FL,2025-07-23,320000.0,N/A,0284030000
U-32-28-18-17K-000007-00009.0,Parcel U-32-28-18-17K-000007-00009.0,Tampa,FL,2025-10-31,250000.0,N/A,0284570000
U-32-28-18-17K-000008-00005.0,Parcel U-32-28-18-17K-000008-00005.0,Tampa,FL,2025-12-05,380000.0,N/A,0284710000
U-32-28-18-17K-000011-00005.0,Parcel U-32-28-18-17K-000011-00005.0,Tampa,FL,2025-03-19,450000.0,N/A,0285250000
U-32-28-18-17K-000012-00007.0,Parcel U-32-28-18-17K-000012-00007.0,Tampa,FL,2025-09-29,419000.0,N/A,0285450000
U-32-28-18-17L-000002-00012.0,Parcel U-32-28-18-17L-000002-00012.0,Tampa,FL,2025-09-25,538000.0,N/A,0286030000
U-32-28-18-17L-000003-00033.0,Parcel U-32-28-18-17L-000003-00033.0,Tampa,FL,2025-06-30,394000.0,N/A,0286580000
U-32-28-18-17L-000003-00036.0,Parcel U-32-28-18-17L-000003-00036.0,Tampa,FL,2025-11-17,489000.0,N/A,0286610000
U-32-28-18-17L-000003-00045.0,Parcel U-32-28-18-17L-000003-00045.0,Tampa,FL,2025-07-01,420000.0,N/A,0286700000
U-32-28-18-17L-000004-00009.0,Parcel U-32-28-18-17L-000004-00009.0,Tampa,FL,2025-05-15,414900.0,N/A,0286800000
U-32-28-18-17L-000007-00023.0,Parcel U-32-28-18-17L-000007-00023.0,Tampa,FL,2025-06-18,469900.0,N/A,0287860000
U-32-28-18-17L-000007-00027.0,Parcel U-32-28-18-17L-000007-00027.0,Tampa,FL,2025-03-28,321000.0,N/A,0287900000
U-32-28-18-17L-000008-00002.0,Parcel U-32-28-18-17L-000008-00002.0,Tampa,FL,2025-01-31,450000.0,N/A,0287930000
U-32-28-18-17L-000008-00004.0,Parcel U-32-28-18-17L-000008-00004.0,Tampa,FL,2025-12-02,255000.0,N/A,0287950000
U-32-28-18-17L-000009-00023.0,Parcel U-32-28-18-17L-000009-00023.0,Tampa,FL,2025-03-20,500000.0,N/A,0288420000
U-32-28-18-17L-000011-00015.0,Parcel U-32-28-18-17L-000011-00015.0,Tampa,FL,2025-01-22,365000.0,N/A,0288900000
U-32-28-18-17L-000015-00024.0,Parcel U-32-28-18-17L-000015-00024.0,Tampa,FL,2025-04-17,487000.0,N/A,0290180000
U-32-28-18-17M-000003-00017.0,Parcel U-32-28-18-17M-000003-00017.0,Tampa,FL,2025-07-28,524900.0,N/A,0291040000
U-32-28-18-17M-000004-00004.0,Parcel U-32-28-18-17M-000004-00004.0,Tampa,FL,2025-03-26,478000.0,N/A,0291090000
U-32-28-18-17M-000004-00008.0,Parcel U-32-28-18-17M-000004-00008.0,Tampa,FL,2025-06-10,420000.0,N/A,0291130000
U-33-28-18-ZZZ-000001-03980.0,Parcel U-33-28-18-ZZZ-000001-03980.0,Tampa,FL,2025-03-18,400000.0,N/A,0291845000
U-33-28-18-ZZZ-000001-04370.0,Parcel U-33-28-18-ZZZ-000001-04370.0,Tampa,FL,2025-02-21,399900.0,N/A,0292250320
U-33-28-18-85H-000000-0D403.0,Parcel U-33-28-18-85H-000000-0D403.0,Tampa,FL,2025-02-13,159900.0,N/A,0292340076
U-33-28-18-17N-000003-00036.0,Parcel U-33-28-18-17N-000003-00036.0,Tampa,FL,2025-01-08,325000.0,N/A,0293150500
U-33-28-18-17N-000008-00003.0,Parcel U-33-28-18-17N-000008-00003.0,Tampa,FL,2025-04-03,400000.0,N/A,0293510100
U-33-28-18-17N-000008-00007.0,Parcel U-33-28-18-17N-000008-00007.0,Tampa,FL,2025-08-12,510000.0,N/A,0293520000
U-33-28-18-17N-000009-00013.0,Parcel U-33-28-18-17N-000009-00013.0,Tampa,FL,2025-04-29,1500000.0,N/A,0293620000
U-33-28-18-17O-A00000-00010.0,Parcel U-33-28-18-17O-A00000-00010.0,Tampa,FL,2025-09-30,270000.0,N/A,0293740000
U-33-28-18-17O-A00000-00019.0,Parcel U-33-28-18-17O-A00000-00019.0,Tampa,FL,2025-09-24,399000.0,N/A,0293830000
U-33-28-18-17O-B00000-00009.0,Parcel U-33-28-18-17O-B00000-00009.0,Tampa,FL,2025-09-30,270000.0,N/A,0293930000
U-33-28-18-17O-B00000-00009.0,Parcel U-33-28-18-17O-B00000-00009.0,Tampa,FL,2025-09-30,220000.0,N/A,0293930000
U-33-28-18-17P-C00000-00020.0,Parcel U-33-28-18-17P-C00000-00020.0,Tampa,FL,2025-02-14,385000.0,N/A,0294250000
U-33-28-18-17Q-F00000-00004.0,Parcel U-33-28-18-17Q-F00000-00004.0,Tampa,FL,2025-04-08,503000.0,N/A,0294700000
U-33-28-18-17Q-F00000-00008.0,Parcel U-33-28-18-17Q-F00000-00008.0,Tampa,FL,2025-04-24,388400.0,N/A,0294740000
U-33-28-18-17Q-G00000-00001.0,Parcel U-33-28-18-17Q-G00000-00001.0,Tampa,FL,2025-11-26,430000.0,N/A,0294870000
U-33-28-18-17Q-G00000-00005.0,Parcel U-33-28-18-17Q-G00000-00005.0,Tampa,FL,2025-04-17,375000.0,N/A,0294910000
U-33-28-18-17Q-G00000-00007.0,Parcel U-33-28-18-17Q-G00000-00007.0,Tampa,FL,2025-04-11,455000.0,N/A,0294930000
U-33-28-18-17Q-H00000-00002.0,Parcel U-33-28-18-17Q-H00000-00002.0,Tampa,FL,2025-07-31,400000.0,N/A,0295080000
U-33-28-18-17S-F00000-00137.0,Parcel U-33-28-18-17S-F00000-00137.0,Tampa,FL,2025-09-12,395000.0,N/A,0296420000
U-33-28-18-17S-H00000-00182.0,Parcel U-33-28-18-17S-H00000-00182.0,Tampa,FL,2025-08-25,340000.0,N/A,0296830000
U-33-28-18-17S-000001-00199.0,Parcel U-33-28-18-17S-000001-00199.0,Tampa,FL,2025-11-07,380000.0,N/A,0297000000
U-33-28-18-17S-R00000-00385.0,Parcel U-33-28-18-17S-R00000-00385.0,Tampa,FL,2025-11-14,330000.0,N/A,0298650000
U-33-28-18-17S-S00000-00409.0,Parcel U-33-28-18-17S-S00000-00409.0,Tampa,FL,2025-01-09,440000.0,N/A,0298860000
U-33-28-18-17T-A00000-00021.0,Parcel U-33-28-18-17T-A00000-00021.0,Tampa,FL,2025-10-10,350000.0,N/A,0299290000
U-33-28-18-17T-B00000-00039.1,Parcel U-33-28-18-17T-B00000-00039.1,Tampa,FL,2025-07-29,255000.0,N/A,0299450000
U-33-28-18-17T-E00000-00110.0,Parcel U-33-28-18-17T-E00000-00110.0,Tampa,FL,2025-07-09,405000.0,N/A,0300040000
U-33-28-18-17T-H00000-00187.0,Parcel U-33-28-18-17T-H00000-00187.0,Tampa,FL,2025-09-23,270000.0,N/A,0300680000
U-33-28-18-17T-I00000-00196.0,Parcel U-33-28-18-17T-I00000-00196.0,Tampa,FL,2025-11-20,425000.0,N/A,0300780000
U-33-28-18-17T-L00000-00247.0,Parcel U-33-28-18-17T-L00000-00247.0,Tampa,FL,2025-08-20,430000.0,N/A,0301220000
U-33-28-18-17T-L00000-00263.0,Parcel U-33-28-18-17T-L00000-00263.0,Tampa,FL,2025-10-16,400000.0,N/A,0301360000
U-33-28-18-17T-N00000-00296.0,Parcel U-33-28-18-17T-N00000-00296.0,Tampa,FL,2025-01-17,480000.0,N/A,0301640000
U-33-28-18-17T-N00000-00308.0,Parcel U-33-28-18-17T-N00000-00308.0,Tampa,FL,2025-12-03,460000.0,N/A,0301740000
U-33-28-18-17T-N00000-00308.0,Parcel U-33-28-18-17T-N00000-00308.0,Tampa,FL,2025-03-11,304000.0,N/A,0301740000
U-33-28-18-17T-O00000-00336.0,Parcel U-33-28-18-17T-O00000-00336.0,Tampa,FL,2025-02-20,360000.0,N/A,0301970000
U-33-28-18-17U-L00000-00245.0,Parcel U-33-28-18-17U-L00000-00245.0,Tampa,FL,2025-07-29,550000.0,N/A,0302970000
U-33-28-18-17U-L00000-00256.0,Parcel U-33-28-18-17U-L00000-00256.0,Tampa,FL,2025-06-27,195000.0,N/A,0303050000
U-33-28-18-17U-000000-00388.0,Parcel U-33-28-18-17U-000000-00388.0,Tampa,FL,2025-07-07,265000.0,N/A,0303830075
U-33-28-18-17W-000000-00148.0,Parcel U-33-28-18-17W-000000-00148.0,Tampa,FL,2025-06-13,127500.0,N/A,0303875092
U-33-28-18-17W-000000-00212.0,Parcel U-33-28-18-17W-000000-00212.0,Tampa,FL,2025-05-16,119500.0,N/A,0303875144
U-33-28-18-17W-000000-0226A.0,Parcel U-33-28-18-17W-000000-0226A.0,Tampa,FL,2025-03-05,106000.0,N/A,0303875172
U-33-28-18-17W-000000-00235.0,Parcel U-33-28-18-17W-000000-00235.0,Tampa,FL,2025-03-10,61500.0,N/A,0303875192
U-33-28-18-17W-000000-00241.0,Parcel U-33-28-18-17W-000000-00241.0,Tampa,FL,2025-05-02,118000.0,N/A,0303875204
U-33-28-18-17W-000000-00247.0,Parcel U-33-28-18-17W-000000-00247.0,Tampa,FL,2025-04-23,125000.0,N/A,0303875218
U-33-28-18-17W-000000-00260.0,Parcel U-33-28-18-17W-000000-00260.0,Tampa,FL,2025-06-13,130000.0,N/A,0303875244
U-33-28-18-17W-000000-00321.0,Parcel U-33-28-18-17W-000000-00321.0,Tampa,FL,2025-02-24,137000.0,N/A,0303875282
U-33-28-18-17W-000000-00325.0,Parcel U-33-28-18-17W-000000-00325.0,Tampa,FL,2025-02-06,120000.0,N/A,0303875290
U-33-28-18-17W-000000-00326.0,Parcel U-33-28-18-17W-000000-00326.0,Tampa,FL,2025-11-07,112500.0,N/A,0303875294
U-33-28-18-17W-000000-00430.0,Parcel U-33-28-18-17W-000000-00430.0,Tampa,FL,2025-07-17,112000.0,N/A,0303875410
U-33-28-18-17W-000000-00463.0,Parcel U-33-28-18-17W-000000-00463.0,Tampa,FL,2025-09-10,105000.0,N/A,0303875466
U-33-28-18-17X-000000-00012.0,Parcel U-33-28-18-17X-000000-00012.0,Tampa,FL,2025-08-25,245000.0,N/A,0303878024
U-34-28-18-ZZZ-000001-04890.0,Parcel U-34-28-18-ZZZ-000001-04890.0,Tampa,FL,2025-05-21,1450000.0,N/A,0303990000
U-34-28-18-ZZZ-000001-04900.0,Parcel U-34-28-18-ZZZ-000001-04900.0,Tampa,FL,2025-06-19,835000.0,N/A,0304000000
U-34-28-18-ZZZ-000001-04920.0,Parcel U-34-28-18-ZZZ-000001-04920.0,Tampa,FL,2025-09-05,650000.0,N/A,0304030000
U-34-28-18-ZZZ-000001-05250.0,Parcel U-34-28-18-ZZZ-000001-05250.0,Tampa,FL,2025-05-15,850000.0,N/A,0304590000
U-34-28-18-ZZZ-000001-05580.0,Parcel U-34-28-18-ZZZ-000001-05580.0,Tampa,FL,2025-01-29,408000.0,N/A,0305030000
U-34-28-18-ZZZ-000001-05930.0,Parcel U-34-28-18-ZZZ-000001-05930.0,Tampa,FL,2025-09-17,450000.0,N/A,0305390000
U-34-28-18-17Y-000001-00014.0,Parcel U-34-28-18-17Y-000001-00014.0,Tampa,FL,2025-07-22,417000.0,N/A,0306020000
U-34-28-18-17Y-000002-00001.0,Parcel U-34-28-18-17Y-000002-00001.0,Tampa,FL,2025-04-17,469000.0,N/A,0306070000
U-34-28-18-17Y-000002-00006.0,Parcel U-34-28-18-17Y-000002-00006.0,Tampa,FL,2025-04-23,465000.0,N/A,0306130000
U-34-28-18-17Y-000002-00009.0,Parcel U-34-28-18-17Y-000002-00009.0,Tampa,FL,2025-05-23,485000.0,N/A,0306160000
U-34-28-18-17Y-000005-00001.0,Parcel U-34-28-18-17Y-000005-00001.0,Tampa,FL,2025-05-28,475000.0,N/A,0306450000
U-34-28-18-17Y-000007-00008.0,Parcel U-34-28-18-17Y-000007-00008.0,Tampa,FL,2025-07-29,369000.0,N/A,0306780000
U-34-28-18-180-000005-00009.0,Parcel U-34-28-18-180-000005-00009.0,Tampa,FL,2025-09-12,380000.0,N/A,0306875006
U-34-28-18-181-000000-00003.0,Parcel U-34-28-18-181-000000-00003.0,Tampa,FL,2025-10-17,430000.0,N/A,0306910000
U-34-28-18-181-000000-00024.0,Parcel U-34-28-18-181-000000-00024.0,Tampa,FL,2025-09-26,691000.0,N/A,0307110000
U-34-28-18-182-C00000-00012.0,Parcel U-34-28-18-182-C00000-00012.0,Tampa,FL,2025-06-02,260000.0,N/A,0307760000
U-34-28-18-182-G00000-00002.0,Parcel U-34-28-18-182-G00000-00002.0,Tampa,FL,2025-05-01,388200.0,N/A,0308160000
U-34-28-18-182-G00000-00002.0,Parcel U-34-28-18-182-G00000-00002.0,Tampa,FL,2025-02-20,344400.0,N/A,0308160000
U-34-28-18-183-C00000-00002.0,Parcel U-34-28-18-183-C00000-00002.0,Tampa,FL,2025-03-12,460000.0,N/A,0308620000
U-34-28-18-183-C00000-00003.0,Parcel U-34-28-18-183-C00000-00003.0,Tampa,FL,2025-08-29,397900.0,N/A,0308630000
U-34-28-18-183-C00000-00005.0,Parcel U-34-28-18-183-C00000-00005.0,Tampa,FL,2025-10-23,434000.0,N/A,0308650000
U-34-28-18-183-C00000-00012.0,Parcel U-34-28-18-183-C00000-00012.0,Tampa,FL,2025-09-22,455000.0,N/A,0308720000
U-34-28-18-184-A00000-00006.0,Parcel U-34-28-18-184-A00000-00006.0,Tampa,FL,2025-08-12,400000.0,N/A,0308930000
U-34-28-18-184-C00000-00005.0,Parcel U-34-28-18-184-C00000-00005.0,Tampa,FL,2025-08-14,305000.0,N/A,0309360000
U-34-28-18-184-C00000-00016.0,Parcel U-34-28-18-184-C00000-00016.0,Tampa,FL,2025-11-24,485000.0,N/A,0309480000
U-34-28-18-184-C00000-00022.0,Parcel U-34-28-18-184-C00000-00022.0,Tampa,FL,2025-06-26,240000.0,N/A,0309540000
U-34-28-18-185-000000-00022.0,Parcel U-34-28-18-185-000000-00022.0,Tampa,FL,2025-08-07,305000.0,N/A,0309790000
U-34-28-18-185-000000-00033.0,Parcel U-34-28-18-185-000000-00033.0,Tampa,FL,2025-09-18,530000.0,N/A,0309900000
U-34-28-18-185-000000-00038.0,Parcel U-34-28-18-185-000000-00038.0,Tampa,FL,2025-03-18,527500.0,N/A,0309950000
U-34-28-18-187-000002-00007.0,Parcel U-34-28-18-187-000002-00007.0,Tampa,FL,2025-09-05,447000.0,N/A,0310160000
U-34-28-18-187-000002-00007.0,Parcel U-34-28-18-187-000002-00007.0,Tampa,FL,2025-06-06,340000.0,N/A,0310160000
U-34-28-18-188-000000-00024.0,Parcel U-34-28-18-188-000000-00024.0,Tampa,FL,2025-07-22,475000.0,N/A,0310460000
U-34-28-18-189-000003-00008.0,Parcel U-34-28-18-189-000003-00008.0,Tampa,FL,2025-04-11,480000.0,N/A,0310555650
U-34-28-18-18A-000000-00052.0,Parcel U-34-28-18-18A-000000-00052.0,Tampa,FL,2025-11-20,318000.0,N/A,0310790000
U-34-28-18-18A-000000-00052.0,Parcel U-34-28-18-18A-000000-00052.0,Tampa,FL,2025-11-20,240000.0,N/A,0310790000
U-34-28-18-18B-000001-00008.0,Parcel U-34-28-18-18B-000001-00008.0,Tampa,FL,2025-02-13,577000.0,N/A,0311000000
U-34-28-18-18B-000003-00014.0,Parcel U-34-28-18-18B-000003-00014.0,Tampa,FL,2025-09-11,395000.0,N/A,0311140150
U-34-28-18-18C-000000-00008.0,Parcel U-34-28-18-18C-000000-00008.0,Tampa,FL,2025-07-03,873300.0,N/A,0311230000
U-34-28-18-18C-000000-00000.8,Parcel U-34-28-18-18C-000000-00000.8,Tampa,FL,2025-08-12,333000.0,N/A,0311731000
